frame_idx,t_global_s,linear_velocity,reward_state,slot_1
1722,28.7,30,0,10|1.667|39.000|1
1723,28.7166666666667,30,0,10|1.667|38.500|1
1724,28.7333333333333,30,0,10|1.667|38.000|1
1725,28.75,30,0,10|1.667|37.500|1
1726,28.7666666666667,30,0,10|1.667|37.000|1
1727,28.7833333333333,30,0,10|1.333|36.500|1
1728,28.8,30,0,10|1.333|36.000|1
1729,28.8166666666667,30,0,10|1.333|35.500|1
1730,28.8333333333333,30,0,10|1.333|35.000|1
1731,28.85,30,0,10|1.333|34.500|1
1732,28.8666666666667,30,0,10|1.333|34.000|1
1733,28.8833333333333,30,0,10|1.333|33.500|1
1734,28.9,30,0,10|1.333|33.000|1
1735,28.9166666666667,30,0,10|1.333|32.500|1
1736,28.9333333333333,30,0,10|1.333|32.000|1
1737,28.95,30,0,10|1.333|31.500|1
1738,28.9666666666667,30,0,10|1.333|31.000|1
1739,28.9833333333333,30,0,10|1.333|30.500|1
1740,29,30,0,10|1.333|30.000|1
1741,29.0166666666667,30,0,10|1.333|29.500|1
1742,29.0333333333333,30,0,10|1.333|29.000|1
1743,29.05,30,0,10|1.333|28.500|1
1744,29.0666666666667,30,0,10|1.333|28.000|1
1745,29.0833333333333,30,0,10|1.333|27.500|1
1746,29.1,30,0,10|1.333|27.000|1
1747,29.1166666666667,30,0,10|1.333|26.500|1
1748,29.1333333333333,30,0,10|1.333|26.000|1
1749,29.15,30,0,10|1.333|25.500|1
1750,29.1666666666667,30,0,10|1.333|25.000|1
1751,29.1833333333333,30,0,10|1.333|24.500|1
1752,29.2,30,0,10|1.333|24.000|1
1753,29.2166666666667,30,0,10|1.333|23.500|1
1754,29.2333333333333,30,0,10|1.333|23.000|1
1755,29.25,30,0,10|1.333|22.500|1
1756,29.2666666666667,30,0,10|1.333|22.000|1
1757,29.2833333333333,30,0,10|1.000|21.500|1
1758,29.3,30,0,10|1.000|21.000|1
1759,29.3166666666667,30,0,10|1.000|20.500|1
1760,29.3333333333333,30,0,10|1.000|20.000|1
1761,29.35,30,0,10|1.000|19.500|1
1762,29.3666666666667,30,0,10|1.000|19.000|1
1763,29.3833333333333,30,0,10|1.000|18.500|1
1764,29.4,30,0,10|1.000|18.000|1
1765,29.4166666666667,30,0,10|0.667|17.500|1
1766,29.4333333333333,30,0,10|0.667|17.000|1
1767,29.45,30,0,10|0.667|16.500|1
1768,29.4666666666667,30,0,10|0.667|16.000|1
1769,29.4833333333333,30,0,10|0.667|15.500|1
1770,29.5,30,0,10|0.667|15.000|1
1771,29.5166666666667,30,0,10|0.667|14.500|1
1772,29.5333333333333,30,0,10|0.667|14.000|1
1773,29.55,30,0,10|0.667|13.500|1
1774,29.5666666666667,30,0,10|0.667|13.000|1
1775,29.5833333333333,30,0,10|0.667|12.500|1
1776,29.6,30,0,10|0.667|12.000|1
1777,29.6166666666667,30,0,10|0.667|11.500|1
1778,29.6333333333333,30,0,10|0.333|11.000|1
1779,29.65,30,0,10|0.333|10.500|1
1780,29.6666666666667,30,0,10|0.333|10.000|1
1781,29.6833333333333,30,0,10|0.333|9.500|1
1782,29.7,30,0,10|0.333|9.000|1
1783,29.7166666666667,30,0,10|0.333|8.500|1
1784,29.7333333333333,30,0,10|0.333|8.000|1
1785,29.75,30,0,10|0.333|7.500|1
1786,29.7666666666667,30,0,10|0.333|7.000|1
1787,29.7833333333333,30,0,10|0.000|6.500|1
1788,29.8,30,0,10|0.000|6.000|1
1789,29.8166666666667,30,0,10|0.000|5.500|1
1790,29.8333333333333,30,0,10|0.000|5.000|1
1791,29.85,30,0,10|0.000|4.500|1
1792,29.8666666666667,30,0,10|0.000|4.000|1
1793,29.8833333333333,30,0,10|0.000|3.500|1
1794,29.9,30,0,10|0.000|3.000|1
1795,29.9166666666667,30,0,10|0.000|2.500|1
1796,29.9333333333333,30,0,10|0.000|2.000|1
1797,29.95,30,0,10|0.000|1.500|1
1798,29.9666666666667,30,0,10|0.000|1.000|1
1799,29.9833333333333,30,0,10|0.000|0.500|1
1800,30,30,1,10|0.000|0.000|1
1801,30.0166666666667,30,0,11|-15.000|89.500|1
1802,30.0333333333333,30,0,11|-15.000|89.000|1
1803,30.05,30,0,11|-15.000|88.500|1
1804,30.0666666666667,30,0,11|-15.000|88.000|1
1805,30.0833333333333,30,0,11|-15.000|87.500|1
1806,30.1,30,0,11|-15.000|87.000|1
1807,30.1166666666667,30,0,11|-15.000|86.500|1
1808,30.1333333333333,30,0,11|-15.000|86.000|1
1809,30.15,30,0,11|-15.000|85.500|1
1810,30.1666666666667,30,0,11|-15.000|85.000|1
1811,30.1833333333333,30,0,11|-15.000|84.500|1
1812,30.2,30,0,11|-15.000|84.000|1
1813,30.2166666666667,30,0,11|-15.000|83.500|1
1814,30.2333333333333,30,0,11|-15.000|83.000|1
1815,30.25,30,0,11|-15.000|82.500|1
1816,30.2666666666667,30,0,11|-15.000|82.000|1
1817,30.2833333333333,30,0,11|-15.000|81.500|1
1818,30.3,30,0,11|-15.000|81.000|1
1819,30.3166666666667,30,0,11|-15.000|80.500|1
1820,30.3333333333333,30,0,11|-15.000|80.000|1
1821,30.35,30,0,11|-15.000|79.500|1
1822,30.3666666666667,30,0,11|-15.000|79.000|1
1823,30.3833333333333,30,0,11|-15.000|78.500|1
1824,30.4,30,0,11|-15.000|78.000|1
1825,30.4166666666667,30,0,11|-15.000|77.500|1
1826,30.4333333333333,30,0,11|-15.000|77.000|1
1827,30.45,30,0,11|-15.000|76.500|1
1828,30.4666666666667,30,0,11|-15.000|76.000|1
1829,30.4833333333333,30,0,11|-15.000|75.500|1
1830,30.5,30,0,11|-15.000|75.000|1
1831,30.5166666666667,30,0,11|-15.000|74.500|1
1832,30.5333333333333,30,0,11|-15.000|74.000|1
1833,30.55,30,0,11|-15.000|73.500|1
1834,30.5666666666667,30,0,11|-15.000|73.000|1
1835,30.5833333333333,30,0,11|-15.000|72.500|1
1836,30.6,30,0,11|-15.000|72.000|1
1837,30.6166666666667,30,0,11|-15.000|71.500|1
1838,30.6333333333333,30,0,11|-15.000|71.000|1
1839,30.65,30,0,11|-15.000|70.500|1
1840,30.6666666666667,30,0,11|-15.000|70.000|1
1841,30.6833333333333,30,0,11|-15.000|69.500|1
1842,30.7,30,0,11|-15.000|69.000|1
1843,30.7166666666667,30,0,11|-15.000|68.500|1
1844,30.7333333333333,30,0,11|-15.000|68.000|1
1845,30.75,30,0,11|-15.000|67.500|1
1846,30.7666666666667,30,0,11|-15.000|67.000|1
1847,30.7833333333333,30,0,11|-15.000|66.500|1
1848,30.8,30,0,11|-15.000|66.000|1
1849,30.8166666666667,30,0,11|-15.000|65.500|1
1850,30.8333333333333,30,0,11|-15.000|65.000|1
1851,30.85,30,0,11|-15.000|64.500|1
1852,30.8666666666667,30,0,11|-15.000|64.000|1
1853,30.8833333333333,30,0,11|-15.000|63.500|1
1854,30.9,30,0,11|-15.000|63.000|1
1855,30.9166666666667,30,0,11|-15.000|62.500|1
1856,30.9333333333333,30,0,11|-15.000|62.000|1
1857,30.95,30,0,11|-15.000|61.500|1
1858,30.9666666666667,30,0,11|-15.000|61.000|1
1859,30.9833333333333,30,0,11|-15.000|60.500|1
1860,31,30,0,11|-15.000|60.000|1
1861,31.0166666666667,30,0,11|-15.000|59.500|1
1862,31.0333333333333,30,0,11|-15.000|59.000|1
1863,31.05,30,0,11|-15.000|58.500|1
1864,31.0666666666667,30,0,11|-15.000|58.000|1
1865,31.0833333333333,30,0,11|-15.000|57.500|1
1866,31.1,30,0,11|-15.000|57.000|1
1867,31.1166666666667,30,0,11|-15.000|56.500|1
1868,31.1333333333333,30,0,11|-15.000|56.000|1
1869,31.15,30,0,11|-15.000|55.500|1
1870,31.1666666666667,30,0,11|-15.000|55.000|1
1871,31.1833333333333,30,0,11|-15.000|54.500|1
1872,31.2,30,0,11|-15.000|54.000|1
1873,31.2166666666667,30,0,11|-15.000|53.500|1
1874,31.2333333333333,30,0,11|-15.000|53.000|1
1875,31.25,30,0,11|-15.000|52.500|1
1876,31.2666666666667,30,0,11|-15.000|52.000|1
1877,31.2833333333333,30,0,11|-15.000|51.500|1
1878,31.3,30,0,11|-15.000|51.000|1
1879,31.3166666666667,30,0,11|-15.000|50.500|1
1880,31.3333333333333,30,0,11|-15.000|50.000|1
1881,31.35,30,0,11|-15.000|49.500|1
1882,31.3666666666667,30,0,11|-15.000|49.000|1
1883,31.3833333333333,30,0,11|-15.000|48.500|1
1884,31.4,30,0,11|-15.000|48.000|1
1885,31.4166666666667,30,0,11|-15.000|47.500|1
1886,31.4333333333333,30,0,11|-15.000|47.000|1
1887,31.45,30,0,11|-15.000|46.500|1
1888,31.4666666666667,30,0,11|-15.000|46.000|1
1889,31.4833333333333,30,0,11|-15.000|45.500|1
1890,31.5,30,0,11|-15.000|45.000|1
1891,31.5166666666667,30,0,11|-15.000|44.500|1
1892,31.5333333333333,30,0,11|-15.000|44.000|1
1893,31.55,30,0,11|-15.000|43.500|1
1894,31.5666666666667,30,0,11|-15.000|43.000|1
1895,31.5833333333333,30,0,11|-15.000|42.500|1
1896,31.6,30,0,11|-15.000|42.000|1
1897,31.6166666666667,30,0,11|-15.000|41.500|1
1898,31.6333333333333,30,0,11|-15.000|41.000|1
1899,31.65,30,0,11|-15.000|40.500|1
1900,31.6666666666667,30,0,11|-15.000|40.000|1
1901,31.6833333333333,30,0,11|-15.000|39.500|1
1902,31.7,30,0,11|-15.000|39.000|1
1903,31.7166666666667,30,0,11|-15.000|38.500|1
1904,31.7333333333333,30,0,11|-15.000|38.000|1
1905,31.75,30,0,11|-15.000|37.500|1
1906,31.7666666666667,30,0,11|-15.000|37.000|1
1907,31.7833333333333,30,0,11|-15.000|36.500|1
1908,31.8,30,0,11|-15.000|36.000|1
1909,31.8166666666667,30,0,11|-15.000|35.500|1
1910,31.8333333333333,30,0,11|-15.000|35.000|1
1911,31.85,30,0,11|-15.000|34.500|1
1912,31.8666666666667,30,0,11|-15.000|34.000|1
1913,31.8833333333333,30,0,11|-15.000|33.500|1
1914,31.9,30,0,11|-15.000|33.000|1
1915,31.9166666666667,30,0,11|-15.000|32.500|1
1916,31.9333333333333,30,0,11|-15.000|32.000|1
1917,31.95,30,0,11|-15.000|31.500|1
1918,31.9666666666667,30,0,11|-15.000|31.000|1
1919,31.9833333333333,30,0,11|-15.000|30.500|1
1920,32,30,0,11|-15.000|30.000|1
1921,32.0166666666667,30,0,11|-15.000|29.500|1
1922,32.0333333333333,30,0,11|-15.000|29.000|1
1923,32.05,30,0,11|-15.000|28.500|1
1924,32.0666666666667,30,0,11|-15.000|28.000|1
1925,32.0833333333333,30,0,11|-15.000|27.500|1
1926,32.1,30,0,11|-15.000|27.000|1
1927,32.1166666666667,30,0,11|-15.000|26.500|1
1928,32.1333333333333,30,0,11|-15.000|26.000|1
1929,32.15,30,0,11|-15.000|25.500|1
1930,32.1666666666667,30,0,11|-15.000|25.000|1
1931,32.1833333333333,30,0,11|-15.000|24.500|1
1932,32.2,30,0,11|-15.000|24.000|1
1933,32.2166666666667,30,0,11|-15.000|23.500|1
1934,32.2333333333333,30,0,11|-15.000|23.000|1
1935,32.25,30,0,11|-15.000|22.500|1
1936,32.2666666666667,30,0,11|-15.000|22.000|1
1937,32.2833333333333,30,0,11|-15.000|21.500|1
1938,32.3,30,0,11|-15.000|21.000|1
1939,32.3166666666667,30,0,11|-15.000|20.500|1
1940,32.3333333333333,30,0,11|-15.000|20.000|1
1941,32.35,30,0,11|-15.000|19.500|1
1942,32.3666666666667,30,0,11|-15.000|19.000|1
1943,32.3833333333333,30,0,11|-15.000|18.500|1
1944,32.4,30,0,11|-15.000|18.000|1
1945,32.4166666666667,30,0,11|-15.000|17.500|1
1946,32.4333333333333,30,0,11|-15.000|17.000|1
1947,32.45,30,0,11|-15.000|16.500|1
1948,32.4666666666667,30,0,11|-15.000|16.000|1
1949,32.4833333333333,30,0,11|-15.000|15.500|1
1950,32.5,30,0,11|-15.000|15.000|1
1951,32.5166666666667,30,0,11|-15.000|14.500|1
1952,32.5333333333333,30,0,11|-15.000|14.000|1
1953,32.55,30,0,11|-15.000|13.500|1
1954,32.5666666666667,30,0,11|-15.000|13.000|1
1955,32.5833333333333,30,0,11|-15.000|12.500|1
1956,32.6,30,0,11|-15.000|12.000|1
1957,32.6166666666667,30,0,11|-15.000|11.500|1
1958,32.6333333333333,30,0,11|-15.000|11.000|1
1959,32.65,30,0,11|-15.000|10.500|1
1960,32.6666666666667,30,0,11|-15.000|10.000|1
1961,32.6833333333333,30,0,11|-15.000|9.500|1
1962,32.7,30,0,11|-15.000|9.000|1
1963,32.7166666666667,30,0,11|-15.000|8.500|1
1964,32.7333333333333,30,0,11|-15.000|8.000|1
1965,32.75,30,0,11|-15.000|7.500|1
1966,32.7666666666667,30,0,11|-15.000|7.000|1
1967,32.7833333333333,30,0,11|-15.000|6.500|1
1968,32.8,30,0,11|-15.000|6.000|1
1969,32.8166666666667,30,0,11|-15.000|5.500|1
1970,32.8333333333333,30,0,11|-15.000|5.000|1
1971,32.85,30,0,11|-15.000|4.500|1
1972,32.8666666666667,30,0,11|-15.000|4.000|1
1973,32.8833333333333,30,0,11|-15.000|3.500|1
1974,32.9,30,0,11|-15.000|3.000|1
1975,32.9166666666667,30,0,11|-15.000|2.500|1
1976,32.9333333333333,30,0,11|-15.000|2.000|1
1977,32.95,30,0,11|-15.000|1.500|1
1978,32.9666666666667,30,0,11|-15.000|1.000|1
1979,32.9833333333333,30,0,11|-15.000|0.500|1
1980,33,30,0,11|-15.000|0.000|1
1981,33.0166666666667,30,0,12|-14.833|89.500|1
1982,33.0333333333333,30,0,12|-14.667|89.000|1
1983,33.05,30,0,12|-14.667|88.500|1
1984,33.0666666666667,30,0,12|-14.667|88.000|1
1985,33.0833333333333,30,0,12|-14.500|87.500|1
1986,33.1,30,0,12|-14.500|87.000|1
1987,33.1166666666667,30,0,12|-14.333|86.500|1
1988,33.1333333333333,30,0,12|-14.333|86.000|1
1989,33.15,30,0,12|-14.167|85.500|1
1990,33.1666666666667,30,0,12|-14.000|85.000|1
1991,33.1833333333333,30,0,12|-14.000|84.500|1
1992,33.2,30,0,12|-14.000|84.000|1
1993,33.2166666666667,30,0,12|-13.833|83.500|1
1994,33.2333333333333,30,0,12|-13.667|83.000|1
1995,33.25,30,0,12|-13.667|82.500|1
1996,33.2666666666667,30,0,12|-13.667|82.000|1
1997,33.2833333333333,30,0,12|-13.500|81.500|1
1998,33.3,30,0,12|-13.500|81.000|1
1999,33.3166666666667,30,0,12|-13.500|80.500|1
2000,33.3333333333333,30,0,12|-13.333|80.000|1
2001,33.35,30,0,12|-13.167|79.500|1
2002,33.3666666666667,30,0,12|-13.000|79.000|1
2003,33.3833333333333,30,0,12|-13.000|78.500|1
2004,33.4,30,0,12|-13.000|78.000|1
2005,33.4166666666667,30,0,12|-13.000|77.500|1
2006,33.4333333333333,30,0,12|-12.833|77.000|1
2007,33.45,30,0,12|-12.833|76.500|1
2008,33.4666666666667,30,0,12|-12.667|76.000|1
2009,33.4833333333333,30,0,12|-12.500|75.500|1
2010,33.5,30,0,12|-12.333|75.000|1
2011,33.5166666666667,30,0,12|-12.167|74.500|1
2012,33.5333333333333,30,0,12|-12.000|74.000|1
2013,33.55,30,0,12|-12.000|73.500|1
2014,33.5666666666667,30,0,12|-11.833|73.000|1
2015,33.5833333333333,30,0,12|-11.833|72.500|1
2016,33.6,30,0,12|-11.833|72.000|1
2017,33.6166666666667,30,0,12|-11.833|71.500|1
2018,33.6333333333333,30,0,12|-11.833|71.000|1
2019,33.65,30,0,12|-11.667|70.500|1
2020,33.6666666666667,30,0,12|-11.667|70.000|1
2021,33.6833333333333,30,0,12|-11.667|69.500|1
2022,33.7,30,0,12|-11.500|69.000|1
2023,33.7166666666667,30,0,12|-11.500|68.500|1
2024,33.7333333333333,30,0,12|-11.333|68.000|1
2025,33.75,30,0,12|-11.167|67.500|1
2026,33.7666666666667,30,0,12|-11.167|67.000|1
2027,33.7833333333333,30,0,12|-11.167|66.500|1
2028,33.8,30,0,12|-11.000|66.000|1
2029,33.8166666666667,30,0,12|-10.833|65.500|1
2030,33.8333333333333,30,0,12|-10.833|65.000|1
2031,33.85,30,0,12|-10.833|64.500|1
2032,33.8666666666667,30,0,12|-10.667|64.000|1
2033,33.8833333333333,30,0,12|-10.667|63.500|1
2034,33.9,30,0,12|-10.500|63.000|1
2035,33.9166666666667,30,0,12|-10.333|62.500|1
2036,33.9333333333333,30,0,12|-10.167|62.000|1
2037,33.95,30,0,12|-10.000|61.500|1
2038,33.9666666666667,30,0,12|-10.000|61.000|1
2039,33.9833333333333,30,0,12|-10.000|60.500|1
2040,34,30,0,12|-9.833|60.000|1
2041,34.0166666666667,30,0,12|-9.667|59.500|1
2042,34.0333333333333,30,0,12|-9.500|59.000|1
2043,34.05,30,0,12|-9.500|58.500|1
2044,34.0666666666667,30,0,12|-9.333|58.000|1
2045,34.0833333333333,30,0,12|-9.333|57.500|1
2046,34.1,30,0,12|-9.333|57.000|1
2047,34.1166666666667,30,0,12|-9.167|56.500|1
2048,34.1333333333333,30,0,12|-9.167|56.000|1
2049,34.15,30,0,12|-9.000|55.500|1
2050,34.1666666666667,30,0,12|-8.833|55.000|1
2051,34.1833333333333,30,0,12|-8.667|54.500|1
2052,34.2,30,0,12|-8.667|54.000|1
2053,34.2166666666667,30,0,12|-8.667|53.500|1
2054,34.2333333333333,30,0,12|-8.667|53.000|1
2055,34.25,30,0,12|-8.667|52.500|1
2056,34.2666666666667,30,0,12|-8.500|52.000|1
2057,34.2833333333333,30,0,12|-8.500|51.500|1
2058,34.3,30,0,12|-8.333|51.000|1
2059,34.3166666666667,30,0,12|-8.167|50.500|1
2060,34.3333333333333,30,0,12|-8.000|50.000|1
2061,34.35,30,0,12|-8.000|49.500|1
2062,34.3666666666667,30,0,12|-7.833|49.000|1
2063,34.3833333333333,30,0,12|-7.833|48.500|1
2064,34.4,30,0,12|-7.667|48.000|1
2065,34.4166666666667,30,0,12|-7.667|47.500|1
2066,34.4333333333333,30,0,12|-7.667|47.000|1
2067,34.45,30,0,12|-7.667|46.500|1
2068,34.4666666666667,30,0,12|-7.667|46.000|1
2069,34.4833333333333,30,0,12|-7.667|45.500|1
2070,34.5,30,0,12|-7.667|45.000|1
2071,34.5166666666667,30,0,12|-7.500|44.500|1
2072,34.5333333333333,30,0,12|-7.333|44.000|1
2073,34.55,30,0,12|-7.167|43.500|1
2074,34.5666666666667,30,0,12|-7.167|43.000|1
2075,34.5833333333333,30,0,12|-7.000|42.500|1
2076,34.6,30,0,12|-6.833|42.000|1
2077,34.6166666666667,30,0,12|-6.667|41.500|1
2078,34.6333333333333,30,0,12|-6.500|41.000|1
2079,34.65,30,0,12|-6.333|40.500|1
2080,34.6666666666667,30,0,12|-6.167|40.000|1
2081,34.6833333333333,30,0,12|-6.167|39.500|1
2082,34.7,30,0,12|-6.167|39.000|1
2083,34.7166666666667,30,0,12|-6.167|38.500|1
2084,34.7333333333333,30,0,12|-6.000|38.000|1
2085,34.75,30,0,12|-5.833|37.500|1
2086,34.7666666666667,30,0,12|-5.833|37.000|1
2087,34.7833333333333,30,0,12|-5.833|36.500|1
2088,34.8,30,0,12|-5.833|36.000|1
2089,34.8166666666667,30,0,12|-5.833|35.500|1
2090,34.8333333333333,30,0,12|-5.833|35.000|1
2091,34.85,30,0,12|-5.667|34.500|1
2092,34.8666666666667,30,0,12|-5.500|34.000|1
2093,34.8833333333333,30,0,12|-5.333|33.500|1
2094,34.9,30,0,12|-5.167|33.000|1
2095,34.9166666666667,30,0,12|-5.000|32.500|1
2096,34.9333333333333,30,0,12|-5.000|32.000|1
2097,34.95,30,0,12|-4.833|31.500|1
2098,34.9666666666667,30,0,12|-4.667|31.000|1
2099,34.9833333333333,30,0,12|-4.667|30.500|1
2100,35,30,0,12|-4.667|30.000|1
2101,35.0166666666667,30,0,12|-4.500|29.500|1
2102,35.0333333333333,30,0,12|-4.333|29.000|1
2103,35.05,30,0,12|-4.333|28.500|1
2104,35.0666666666667,30,0,12|-4.333|28.000|1
2105,35.0833333333333,30,0,12|-4.333|27.500|1
2106,35.1,30,0,12|-4.167|27.000|1
2107,35.1166666666667,30,0,12|-4.000|26.500|1
2108,35.1333333333333,30,0,12|-4.000|26.000|1
2109,35.15,30,0,12|-4.000|25.500|1
2110,35.1666666666667,30,0,12|-3.833|25.000|1
2111,35.1833333333333,30,0,12|-3.833|24.500|1
2112,35.2,30,0,12|-3.667|24.000|1
2113,35.2166666666667,30,0,12|-3.500|23.500|1
2114,35.2333333333333,30,0,12|-3.500|23.000|1
2115,35.25,30,0,12|-3.500|22.500|1
2116,35.2666666666667,30,0,12|-3.333|22.000|1
2117,35.2833333333333,30,0,12|-3.167|21.500|1
2118,35.3,30,0,12|-3.167|21.000|1
2119,35.3166666666667,30,0,12|-3.000|20.500|1
2120,35.3333333333333,30,0,12|-2.833|20.000|1
2121,35.35,30,0,12|-2.667|19.500|1
2122,35.3666666666667,30,0,12|-2.667|19.000|1
2123,35.3833333333333,30,0,12|-2.667|18.500|1
2124,35.4,30,0,12|-2.667|18.000|1
2125,35.4166666666667,30,0,12|-2.500|17.500|1
2126,35.4333333333333,30,0,12|-2.500|17.000|1
2127,35.45,30,0,12|-2.333|16.500|1
2128,35.4666666666667,30,0,12|-2.333|16.000|1
2129,35.4833333333333,30,0,12|-2.167|15.500|1
2130,35.5,30,0,12|-2.167|15.000|1
2131,35.5166666666667,30,0,12|-2.000|14.500|1
2132,35.5333333333333,30,0,12|-1.833|14.000|1
2133,35.55,30,0,12|-1.833|13.500|1
2134,35.5666666666667,30,0,12|-1.667|13.000|1
2135,35.5833333333333,30,0,12|-1.667|12.500|1
2136,35.6,30,0,12|-1.500|12.000|1
2137,35.6166666666667,30,0,12|-1.500|11.500|1
2138,35.6333333333333,30,0,12|-1.333|11.000|1
2139,35.65,30,0,12|-1.333|10.500|1
2140,35.6666666666667,30,0,12|-1.167|10.000|1
2141,35.6833333333333,30,0,12|-1.167|9.500|1
2142,35.7,30,0,12|-1.167|9.000|1
2143,35.7166666666667,30,0,12|-1.000|8.500|1
2144,35.7333333333333,30,0,12|-1.000|8.000|1
2145,35.75,30,0,12|-1.000|7.500|1
2146,35.7666666666667,30,0,12|-1.000|7.000|1
2147,35.7833333333333,30,0,12|-0.833|6.500|1
2148,35.8,30,0,12|-0.833|6.000|1
2149,35.8166666666667,30,0,12|-0.833|5.500|1
2150,35.8333333333333,30,0,12|-0.667|5.000|1
2151,35.85,30,0,12|-0.500|4.500|1
2152,35.8666666666667,30,0,12|-0.500|4.000|1
2153,35.8833333333333,30,0,12|-0.500|3.500|1
2154,35.9,30,0,12|-0.333|3.000|1
2155,35.9166666666667,30,0,12|-0.167|2.500|1
2156,35.9333333333333,30,0,12|-0.167|2.000|1
2157,35.95,30,0,12|-0.167|1.500|1
2158,35.9666666666667,30,0,12|-0.167|1.000|1
2159,35.9833333333333,30,0,12|-0.167|0.500|1
2160,36,30,1,12|-0.000|0.000|1
2161,36.0166666666667,30,0,13|6.000|89.500|1
2162,36.0333333333333,30,0,13|6.000|89.000|1
2163,36.05,30,0,13|6.000|88.500|1
2164,36.0666666666667,30,0,13|6.000|88.000|1
2165,36.0833333333333,30,0,13|6.000|87.500|1
2166,36.1,30,0,13|6.000|87.000|1
2167,36.1166666666667,30,0,13|6.000|86.500|1
2168,36.1333333333333,30,0,13|6.000|86.000|1
2169,36.15,30,0,13|6.000|85.500|1
2170,36.1666666666667,30,0,13|6.000|85.000|1
2171,36.1833333333333,30,0,13|6.000|84.500|1
2172,36.2,30,0,13|6.000|84.000|1
2173,36.2166666666667,30,0,13|6.000|83.500|1
2174,36.2333333333333,30,0,13|6.000|83.000|1
2175,36.25,30,0,13|6.000|82.500|1
2176,36.2666666666667,30,0,13|6.000|82.000|1
2177,36.2833333333333,30,0,13|6.000|81.500|1
2178,36.3,30,0,13|6.000|81.000|1
2179,36.3166666666667,30,0,13|6.000|80.500|1
2180,36.3333333333333,30,0,13|6.000|80.000|1
2181,36.35,30,0,13|6.000|79.500|1
2182,36.3666666666667,30,0,13|6.000|79.000|1
2183,36.3833333333333,30,0,13|6.000|78.500|1
2184,36.4,30,0,13|6.000|78.000|1
2185,36.4166666666667,30,0,13|6.000|77.500|1
2186,36.4333333333333,30,0,13|6.000|77.000|1
2187,36.45,30,0,13|6.000|76.500|1
2188,36.4666666666667,30,0,13|6.000|76.000|1
2189,36.4833333333333,30,0,13|6.000|75.500|1
2190,36.5,30,0,13|6.000|75.000|1
2191,36.5166666666667,30,0,13|6.000|74.500|1
2192,36.5333333333333,30,0,13|6.000|74.000|1
2193,36.55,30,0,13|6.000|73.500|1
2194,36.5666666666667,30,0,13|6.000|73.000|1
2195,36.5833333333333,30,0,13|6.000|72.500|1
2196,36.6,30,0,13|6.000|72.000|1
2197,36.6166666666667,30,0,13|6.000|71.500|1
2198,36.6333333333333,30,0,13|6.000|71.000|1
2199,36.65,30,0,13|6.000|70.500|1
2200,36.6666666666667,30,0,13|6.000|70.000|1
2201,36.6833333333333,30,0,13|6.000|69.500|1
2202,36.7,30,0,13|6.000|69.000|1
2203,36.7166666666667,30,0,13|6.000|68.500|1
2204,36.7333333333333,30,0,13|6.000|68.000|1
2205,36.75,30,0,13|6.000|67.500|1
2206,36.7666666666667,30,0,13|6.000|67.000|1
2207,36.7833333333333,30,0,13|6.000|66.500|1
2208,36.8,30,0,13|6.000|66.000|1
2209,36.8166666666667,30,0,13|6.000|65.500|1
2210,36.8333333333333,30,0,13|6.000|65.000|1
2211,36.85,30,0,13|6.000|64.500|1
2212,36.8666666666667,30,0,13|6.000|64.000|1
2213,36.8833333333333,30,0,13|6.000|63.500|1
2214,36.9,30,0,13|6.000|63.000|1
2215,36.9166666666667,30,0,13|6.000|62.500|1
2216,36.9333333333333,30,0,13|6.000|62.000|1
2217,36.95,30,0,13|6.000|61.500|1
2218,36.9666666666667,30,0,13|6.000|61.000|1
2219,36.9833333333333,30,0,13|6.000|60.500|1
2220,37,30,0,13|6.000|60.000|1
2221,37.0166666666667,30,0,13|6.000|59.500|1
2222,37.0333333333333,30,0,13|6.000|59.000|1
2223,37.05,30,0,13|6.000|58.500|1
2224,37.0666666666667,30,0,13|6.000|58.000|1
2225,37.0833333333333,30,0,13|6.000|57.500|1
2226,37.1,30,0,13|6.000|57.000|1
2227,37.1166666666667,30,0,13|6.000|56.500|1
2228,37.1333333333333,30,0,13|6.000|56.000|1
2229,37.15,30,0,13|6.000|55.500|1
2230,37.1666666666667,30,0,13|6.000|55.000|1
2231,37.1833333333333,30,0,13|6.000|54.500|1
2232,37.2,30,0,13|6.000|54.000|1
2233,37.2166666666667,30,0,13|6.000|53.500|1
2234,37.2333333333333,30,0,13|6.000|53.000|1
2235,37.25,30,0,13|6.000|52.500|1
2236,37.2666666666667,30,0,13|6.000|52.000|1
2237,37.2833333333333,30,0,13|6.000|51.500|1
2238,37.3,30,0,13|6.000|51.000|1
2239,37.3166666666667,30,0,13|6.000|50.500|1
2240,37.3333333333333,30,0,13|6.000|50.000|1
2241,37.35,30,0,13|6.000|49.500|1
2242,37.3666666666667,30,0,13|6.000|49.000|1
2243,37.3833333333333,30,0,13|6.000|48.500|1
2244,37.4,30,0,13|6.000|48.000|1
2245,37.4166666666667,30,0,13|6.000|47.500|1
2246,37.4333333333333,30,0,13|6.000|47.000|1
2247,37.45,30,0,13|6.000|46.500|1
2248,37.4666666666667,30,0,13|6.000|46.000|1
2249,37.4833333333333,30,0,13|6.000|45.500|1
2250,37.5,30,0,13|6.000|45.000|1
2251,37.5166666666667,30,0,13|6.000|44.500|1
2252,37.5333333333333,30,0,13|6.000|44.000|1
